Enroll,Seats,CRN,Semester_ID,Course_ID,Title,Times,Days,Site,Instr
93,7,11566,Fall2013,CS 110,CS 101; Introduction to the Computer Science Profession,1200-1250,M,KAUF  0224,"BRUNELLE, J"
69,1,16715,Fall2013,CS 120G,Introduction to Information Literacy and Research,1500-1615,MW,MGB 0101,"GUPTA, R"
67,3,13794,Fall2013,CS 120G,Introduction to Information Literacy and Research,1500-1615,TR,MGB 0101,"GUPTA, R"
18,4,16717,Fall2013,CS 120G,Introduction to Information Literacy and Research,1620-1735,TR,ECSB 3104,"GUPTA, A"
71,0,14808,Fall2013,CS 121G,Introduction to Information Literacy and Research for Scientists,1500-1615,TR,CONST  1005,"MORRIS, J"
67,3,14407,Fall2013,CS 121G,Introduction to Information Literacy and Research for Scientists,1620-1735,TR,KAUF  0224,"GUPTA, R"
68,2,13801,Fall2013,CS 121G,Introduction to Information Literacy and Research for Scientists,1745-1900,MW,DIEHN 0107,"SYMPSON, W"
68,2,15966,Fall2013,CS 121G,Introduction to Information Literacy and Research for Scientists,1910-2150,M,OCNPS  0200,"SYMPSON, W"
13,4,14813,Fall2013,CS 126G,Honors; Introduction to Information Literacy and Research,1620-1735,TR,ECSB 3104,"GUPTA, A"
101,2,14816,Fall2013,CS 150,Problem Solving and Programming I,1330-1445,TR,KAUF  0100,"BOYLE, C"
101,2,10709,Fall2013,CS 150,Problem Solving and Programming I,1500-1615,TR,CONST  1002,"BOYLE, C"
71,32,10710,Fall2013,CS 150,Problem Solving and Programming I,1620-1735,TR,CONST  1002,"BOYLE, C"
62,0,15535,Fall2013,CS 250,Problem Solving and Programming II,1500-1615,MW,OCNPS  0100,"ZEIL, S"
64,0,10696,Fall2013,CS 250,Problem Solving and Programming II,1620-1735,MW,OCNPS  0100,"GHAZIZADEH, P"
134,16,17966,Fall2013,CS 252,Introduction to Unix for Programmers,TBA,TBA,WEB HR ,"ZEIL, S"
22,8,17967,Fall2013,CS 252,Introduction to Unix for Programmers,TBA,TBA,WEB VA ,"ZEIL, S"
4,11,17968,Fall2013,CS 252,Introduction to Unix for Programmers,TBA,TBA,WEB NON-VA ,"ZEIL, S"
47,13,13205,Fall2013,CS 270,Introduction to Computer Architecture II,1500-1615,TR,DRAGAS 1117,"LI, Y"
38,2,13408,Fall2013,CS 300T,Computers in Society,1100-1150,MW,DRAGAS 2120,"PRICE, G"
38,2,13408,Fall2013,CS 300T,Computers in Society,1100-1150,F,DRAGAS 2120,"PRICE, G"
50,0,15154,Fall2013,CS 300T,Computers in Society,TBA,TBA,WEB HR ,"BRUNELLE, J"
30,0,17970,Fall2013,CS 300T,Computers in Society,TBA,TBA,WEB HR ,"MALY, K"
17,2,17971,Fall2013,CS 300T,Computers in Society,TBA,TBA,WEB VA ,"MALY, K"
1,2,17972,Fall2013,CS 300T,Computers in Society,TBA,TBA,WEB NON-VA ,"MALY, K"
29,0,17973,Fall2013,CS 300T,Computers in Society,TBA,TBA,WEB HR ,"GUPTA, R"
19,0,17974,Fall2013,CS 300T,Computers in Society,TBA,TBA,WEB VA ,"GUPTA, R"
2,0,17975,Fall2013,CS 300T,Computers in Society,TBA,TBA,WEB NON-VA ,"GUPTA, R"
33,0,17977,Fall2013,CS 300T,Computers in Society,TBA,TBA,WEB HR ,"GUPTA, R"
17,0,17978,Fall2013,CS 300T,Computers in Society,TBA,TBA,WEB VA ,"GUPTA, R"
31,0,17980,Fall2013,CS 300T,Computers in Society,TBA,TBA,WEB HR ,"JOHNSON, K"
19,0,17981,Fall2013,CS 300T,Computers in Society,TBA,TBA,WEB VA ,"JOHNSON, K"
22,3,20851,Fall2013,CS 300T,Computers in Society,TBA,TBA,WEB HR ,"SHI, H"
19,4,20852,Fall2013,CS 300T,Computers in Society,TBA,TBA,WEB VA ,"SHI, H"
5,4,20853,Fall2013,CS 300T,Computers in Society,TBA,TBA,WEB NON-VA ,"SHI, H"
18,0,17879,Fall2013,CS 312,Internet Concepts,0930-1045,TR,GORNTO 0218,"BOYLE, C"
8,0,17880,Fall2013,CS 312,Internet Concepts,0930-1045,TR,VBHEC 0165,"BOYLE, C"
0,0,17881,Fall2013,CS 312,Internet Concepts,0930-1045,TR,PEN CTR ,"BOYLE, C"
11,0,17882,Fall2013,CS 312,Internet Concepts,0930-1045,TR,VS HR ,"BOYLE, C"
12,0,17883,Fall2013,CS 312,Internet Concepts,0930-1045,TR,VS VA ,"BOYLE, C"
2,0,20306,Fall2013,CS 312,Internet Concepts,0930-1045,TR,VS NON-VA ,"BOYLE, C"
43,0,17982,Fall2013,CS 330,Object-Oriented Programming and Design,TBA,TBA,WEB HR ,"ZEIL, S"
11,0,17983,Fall2013,CS 330,Object-Oriented Programming and Design,TBA,TBA,WEB VA ,"ZEIL, S"
2,0,17984,Fall2013,CS 330,Object-Oriented Programming and Design,TBA,TBA,WEB NON-VA ,"ZEIL, S"
22,0,17985,Fall2013,CS 333,Programming and Problem Solving in C++,TBA,TBA,WEB HR ,"KHALIL, H"
26,0,17986,Fall2013,CS 333,Programming and Problem Solving in C++,TBA,TBA,WEB VA ,"KHALIL, H"
4,0,17987,Fall2013,CS 333,Programming and Problem Solving in C++,TBA,TBA,WEB NON-VA ,"KHALIL, H"
29,0,17891,Fall2013,CS 350,Introduction to Software Engineering,1300-1415,TR,GORNTO 0218,"MORRIS, J"
5,0,17892,Fall2013,CS 350,Introduction to Software Engineering,1300-1415,TR,VBHEC 0165,"MORRIS, J"
1,0,17893,Fall2013,CS 350,Introduction to Software Engineering,1300-1415,TR,PEN CTR ,"MORRIS, J"
1,0,17894,Fall2013,CS 350,Introduction to Software Engineering,1300-1415,TR,TRICITIES,"MORRIS, J"
5,0,17895,Fall2013,CS 350,Introduction to Software Engineering,1300-1415,TR,VS HR ,"MORRIS, J"
7,0,17896,Fall2013,CS 350,Introduction to Software Engineering,1300-1415,TR,VS VA ,"MORRIS, J"
3,0,17897,Fall2013,CS 350,Introduction to Software Engineering,1300-1415,TR,VS NON-VA ,"MORRIS, J"
44,1,14821,Fall2013,CS 355,Principles of Programming Languages,1100-1215,TR,DRAGAS 1117,"MORRIS, J"
55,0,10959,Fall2013,CS 361,Advanced Data Structures and Algorithms,1620-1900,M,DIEHN 0136,"NADEEM, T"
0,20,10678,Fall2013,CS 367,Cooperative Education,TBA,TBA,TBA,"BRUNELLE, J"
0,20,10679,Fall2013,CS 367,Cooperative Education,TBA,TBA,TBA,"BRUNELLE, J"
4,16,10680,Fall2013,CS 367,Cooperative Education,TBA,TBA,TBA,"BRUNELLE, J"
1,0,21072,Fall2013,CS 367,Cooperative Education,TBA,TBA,WEB VA ,"BRUNELLE, J"
1,19,10681,Fall2013,CS 368,Computer Science Internship,TBA,TBA,TBA,"BRUNELLE, J"
0,20,10682,Fall2013,CS 368,Computer Science Internship,TBA,TBA,TBA,"BRUNELLE, J"
5,15,10683,Fall2013,CS 368,Computer Science Internship,TBA,TBA,TBA,"BRUNELLE, J"
0,1,21046,Fall2013,CS 368,Computer Science Internship,TBA,TBA,WEB VA ,"BRUNELLE, J"
53,0,10694,Fall2013,CS 381,DISCRETE STRUCTURES,0930-1045,TR,DRAGAS 1117,"HE, J"
36,0,17988,Fall2013,CS 381,Introduction to Discrete Structures,TBA,TBA,WEB HR ,"TOIDA, S"
15,0,17989,Fall2013,CS 381,Introduction to Discrete Structures,TBA,TBA,WEB VA ,"TOIDA, S"
3,0,17990,Fall2013,CS 381,Introduction to Discrete Structures,TBA,TBA,WEB NON-VA ,"TOIDA, S"
11,19,17991,Fall2013,CS 382,Introduction to JAVA,TBA,TBA,WEB HR ,"ZEIL, S"
3,27,17992,Fall2013,CS 382,Introduction to JAVA,TBA,TBA,WEB VA ,"ZEIL, S"
2,8,17993,Fall2013,CS 382,Introduction to JAVA,TBA,TBA,WEB NON-VA ,"ZEIL, S"
31,14,10695,Fall2013,CS 390,Introduction to Theoretical Computer Science,1745-1900,TR,DRAGAS 2120,"MORRIS, J"
20,0,14322,Fall2013,CS 410,PROF WORKFORCE DEV 1 (LECT),1300-1450,M,DRAGAS 1105,"BRUNELLE, J"
20,0,14322,Fall2013,CS 410,PROF WORKFORCE DEV 1 (LECT),1300-1350,W,DRAGAS 1105,"BRUNELLE, J"
10,10,20592,Fall2013,CS 410,PROF WORKFORCE DEV 1 (LECT),1300-1450,M,DRAGAS 1102,"PRICE, G"
10,10,20592,Fall2013,CS 410,PROF WORKFORCE DEV 1 (LECT),1300-1350,W,DRAGAS 1102,"PRICE, G"
1,2,21118,Fall2013,CS 411W,Professional Workforce Development II,1100-1215,TR,OUTSIDE VA ,"BRUNELLE, J"
14,2,17884,Fall2013,CS 411W,Professional Workforce Development II,1100-1215,TR,GORNTO 0218,"BRUNELLE, J"
2,2,17885,Fall2013,CS 411W,Professional Workforce Development II,1100-1215,TR,IN VA OTHER THAN LOCAL ,"BRUNELLE, J"
0,2,17886,Fall2013,CS 411W,Professional Workforce Development II,1100-1215,TR,PEN CTR ,"BRUNELLE, J"
6,2,17887,Fall2013,CS 411W,Professional Workforce Development II,1100-1215,TR,HR AREA ,"BRUNELLE, J"
0,2,17888,Fall2013,CS 411W,Professional Workforce Development II,1100-1215,TR,VS HR ,"BRUNELLE, J"
0,2,17889,Fall2013,CS 411W,Professional Workforce Development II,1100-1215,TR,VS VA ,"BRUNELLE, J"
0,2,17890,Fall2013,CS 411W,Professional Workforce Development II,1100-1215,TR,VS NON-VA ,"BRUNELLE, J"
14,4,13206,Fall2013,CS 417,Computational Methods and Software,1500-1615,MW,ECSB 2120,"CHRISOCHOIDES, N"
14,9,16746,Fall2013,CS 450,Database Concepts,1330-1445,TR,DRAGAS 1117,"LEVINSTEIN, I"
7,14,11019,Fall2013,CS 455,Introduction to Networks and Communications,1500-1615,MW,DRAGAS 1117,"MALY, K"
14,4,11050,Fall2013,CS 460,Computer Graphics,1620-1735,MW,DRAGAS 1102,"PRICE, G"
7,0,19338,Fall2013,CS 462,Cybersecurity Fundamentals,TBA,TBA,WEB HR ,"WEIGLE, M"
6,0,19339,Fall2013,CS 462,Cybersecurity Fundamentals,TBA,TBA,WEB VA ,"WEIGLE, M"
2,0,19340,Fall2013,CS 462,Cybersecurity Fundamentals,TBA,TBA,WEB NON-VA ,"WEIGLE, M"
6,0,19344,Fall2013,CS 463,Cryptography for Cybersecurity,TBA,TBA,WEB HR ,"MUKKAMALA, R"
10,0,19345,Fall2013,CS 463,Cryptography for Cybersecurity,TBA,TBA,WEB VA ,"MUKKAMALA, R"
0,0,19346,Fall2013,CS 463,Cryptography for Cybersecurity,TBA,TBA,WEB NON-VA ,"MUKKAMALA, R"
17,1,17898,Fall2013,CS 471,Operating Systems,0800-1040,W,GORNTO 0219,"ZUBAIR, M"
0,10,17899,Fall2013,CS 471,Operating Systems,0800-1040,W,VBHEC 146G,"ZUBAIR, M"
4,6,17900,Fall2013,CS 471,Operating Systems,0800-1040,W,PEN CTR ,"ZUBAIR, M"
1,3,17901,Fall2013,CS 471,Operating Systems,0800-1040,W,VS HR ,"ZUBAIR, M"
8,1,17902,Fall2013,CS 471,Operating Systems,0800-1040,W,VS VA ,"ZUBAIR, M"
2,0,10866,Fall2013,CS 476,Systems Programming,1910-2150,T,ECSB 2120,"ABDEL-WAHAB, H"
3,15,16750,Fall2013,CS 486,Introduction to Parallel Computing,1500-1615,TR,ECSB 2120,"CHERNIKOV, A"
2,10,20630,Fall2013,CS 495,TPC;INTRODUCT TO WEB SCIENCE,1620-1900,R,ECSB 2120,"NELSON, M"
2,18,15589,Fall2013,CS 495,TPC; APP DEV FOR SMART DEVICES,1910-2150,M,DRAGAS 1117,"NADEEM, T"
0,20,10684,Fall2013,CS 497,Independent Study in Computer Science,TBA,TBA,TBA,"BRUNELLE, J"
0,20,10685,Fall2013,CS 497,Independent Study in Computer Science,TBA,TBA,TBA,"BRUNELLE, J"
0,20,10686,Fall2013,CS 497,Independent Study in Computer Science,TBA,TBA,TBA,"BRUNELLE, J"
2,4,13207,Fall2013,CS 517,Computational Methods and Software,1500-1615,MW,ECSB 2120,"CHRISOCHOIDES, N"
22,9,16747,Fall2013,CS 550,Database Concepts,1330-1445,TR,DRAGAS 1117,"LEVINSTEIN, I"
29,14,11020,Fall2013,CS 555,Introduction to Networks and Communications,1500-1615,MW,DRAGAS 1117,"MALY, K"
20,0,19341,Fall2013,CS 562,Cybersecurity Fundamentals,TBA,TBA,WEB HR ,"WEIGLE, M"
0,0,19342,Fall2013,CS 562,Cybersecurity Fundamentals,TBA,TBA,WEB VA ,"WEIGLE, M"
0,0,19343,Fall2013,CS 562,Cybersecurity Fundamentals,TBA,TBA,WEB NON-VA ,"WEIGLE, M"
15,0,19347,Fall2013,CS 563,Cryptography for Cybersecurity,TBA,TBA,WEB HR ,"MUKKAMALA, R"
0,0,19348,Fall2013,CS 563,Cryptography for Cybersecurity,TBA,TBA,WEB VA ,"MUKKAMALA, R"
0,0,19349,Fall2013,CS 563,Cryptography for Cybersecurity,TBA,TBA,WEB NON-VA ,"MUKKAMALA, R"
23,0,10867,Fall2013,CS 576,Systems Programming,1910-2150,T,ECSB 2120,"ABDEL-WAHAB, H"
2,15,16751,Fall2013,CS 586,Introduction to Parallel Computing,1500-1615,TR,ECSB 2120,"CHERNIKOV, A"
8,7,20631,Fall2013,CS 595,TPC;INTRODUCT TO WEB SCIENCE,1620-1900,R,ECSB 2120,"NELSON, M"
6,18,15590,Fall2013,CS 595,TPC; APP DEV FOR SMART DEVICES,1910-2150,M,DRAGAS 1117,"NADEEM, T"
11,9,12869,Fall2013,CS 600,Algorithms and Data Structures,1130-1245,MF,ECSB 2120,"RANJAN, D"
16,19,14835,Fall2013,CS 665,Computer Architecture,1620-1900,F,ECSB 2120,"OLARIU, S"
5,4,19365,Fall2013,CS 712,Stochastic Modeling,0830-1100,F,ECSB 2120,"OLARIU, S"
5,7,19370,Fall2013,CS 714,Monte Carlo Simulation,1000-1230,W,ECSB 2120,"LI, Y"
4,9,19363,Fall2013,CS 722,Machine Learning,1620-1900,T,ECSB 2120,"JI, S"
4,4,19367,Fall2013,CS 723,Introduction to Bioinformatics,TBA,TBA,TBA,"HE, J"
8,5,19361,Fall2013,CS 725,Information Visualization,1330-1445,TR,ECSB 2120,"WEIGLE, M"
17,0,11598,Fall2013,CS 772,N/W SECUR CNCPT-PRTCL-PRGRM,1910-2150,W,ECSB 2120,"ABDEL-WAHAB, H"
0,9,17777,Fall2013,CS 795,TPCS; ADVANCE NUMERICAL COMP,TBA,TBA,TBA,"CHRISOCHOIDES, N"
0,10,18203,Fall2013,CS 795,TPC;ADV COMPUTATIONAL GEOMETRY,TBA,TBA,TBA,"CHERNIKOV, A"
0,17,20909,Fall2013,CS 795,TPCS; DEEP LEARNING,TBA,TBA,TBA,"JI, S"
6,4,19366,Fall2013,CS 812,Stochastic Modeling,0830-1100,F,ECSB 2120,"OLARIU, S"
3,7,19372,Fall2013,CS 814,Monte Carlo Simulation,1000-1230,W,ECSB 2120,"LI, Y"
2,9,19364,Fall2013,CS 822,Machine Learning,1620-1900,T,ECSB 2120,"JI, S"
2,4,19368,Fall2013,CS 823,Introduction to Bioinformatics,TBA,TBA,TBA,"HE, J"
2,5,19362,Fall2013,CS 825,Information Visualization,1330-1445,TR,ECSB 2120,"WEIGLE, M"
1,0,11599,Fall2013,CS 872,N/W SECUR CNCPT-PRTCL-PRGRM,1910-2150,W,ECSB 2120,"ABDEL-WAHAB, H"
1,9,17778,Fall2013,CS 895,TPCS; ADVANCE NUMERICAL COMP,TBA,TBA,TBA,"CHRISOCHOIDES, N"
2,8,18204,Fall2013,CS 895,TPC;ADV COMPUTATIONAL GEOMETRY,TBA,TBA,TBA,"CHERNIKOV, A"
3,17,20910,Fall2013,CS 895,TPCS; DEEP LEARNING,TBA,TBA,TBA,"JI, S"
30,0,30522,Spring2014,CS 120G,Introduction to Information Literacy and Research,1300-1350,MWF,ECSB 3104,"GUPTA, R"
70,0,23437,Spring2014,CS 120G,Introduction to Information Literacy and Research,1500-1615,MW,OCNPS  0100,"GUPTA, R"
70,0,25017,Spring2014,CS 120G,Introduction to Information Literacy and Research,1620-1735,MW,OCNPS  0100,"GUPTA, R"
11,4,25022,Spring2014,CS 126G,HNRS INFO LIT-CMPTRS HLTH CARE,1620-1735,TR,ECSB 2120,"CHRISOCHOIDES, N"
103,0,20903,Spring2014,CS 150,PROBLEM SOLVING & PROGRAMMNG I,1500-1615,TR,CONST  1005,"BOYLE, C"
101,2,22880,Spring2014,CS 150,PROBLEM SOLVING & PROGRAMMNG I,1745-1900,TR,OCNPS  0200,"BOYLE, C"
69,1,22621,Spring2014,CS 170,Introduction to Computer Architecture I,1500-1615,TR,CONST  1002,"LI, Y"
60,0,20901,Spring2014,CS 250,PROBLEM SOLVING & PRGRMNG II,1500-1615,MW,DRAGAS 1117,"MESALAMI, A"
60,0,22881,Spring2014,CS 250,PROBLEM SOLVING & PRGRMNG II,1620-1735,MW,DRAGAS 1117,"MESALAMI, A"
135,115,27595,Spring2014,CS 252,Introduction to Unix for Programmers,TBA,TBA,WEB HR ,"ZEIL, S"
19,81,27596,Spring2014,CS 252,Introduction to Unix for Programmers,TBA,TBA,WEB VA ,"ZEIL, S"
3,17,27597,Spring2014,CS 252,Introduction to Unix for Programmers,TBA,TBA,WEB NON-VA ,"ZEIL, S"
51,0,22953,Spring2014,CS 300T,Computers in Society,1100-1150,MWF,DRAGAS 1117,"PRICE, G"
55,0,24099,Spring2014,CS 300T,Computers in Society,1200-1250,MWF,DRAGAS 1117,"MORRIS, J"
43,1,27604,Spring2014,CS 300T,Computers in Society,TBA,TBA,WEB VA ,"MALY, K"
6,1,27605,Spring2014,CS 300T,Computers in Society,TBA,TBA,WEB NON-VA ,"MALY, K"
50,0,27606,Spring2014,CS 300T,Computers in Society,TBA,TBA,WEB HR ,"GUPTA, R"
33,2,27607,Spring2014,CS 300T,Computers in Society,TBA,TBA,WEB HR ,"GUPTA, R"
50,0,27608,Spring2014,CS 300T,Computers in Society,TBA,TBA,WEB HR ,"JOHNSON, K"
1,2,30368,Spring2014,CS 300T,Computers in Society,TBA,TBA,WEB NON-VA ,"GUPTA, R"
14,1,30550,Spring2014,CS 300T,Computers in Society,TBA,TBA,WEB VA ,"GUPTA, R"
55,0,22043,Spring2014,CS 330,Object-Oriented Programming and Design,1330-1445,TR,DRAGAS 1117,"ZEIL, S"
13,1,27598,Spring2014,CS 333,Programming and Problem Solving in C++,TBA,TBA,WEB HR ,"GHAZIZADEH, P"
19,1,27599,Spring2014,CS 333,Programming and Problem Solving in C++,TBA,TBA,WEB VA ,"GHAZIZADEH, P"
2,1,27600,Spring2014,CS 333,Programming and Problem Solving in C++,TBA,TBA,WEB NON-VA ,"GHAZIZADEH, P"
18,0,27446,Spring2014,CS 334,Computer Architecture Fundamentals,0830-0945,F,GORNTO 0202,"BOYLE, C"
3,0,27447,Spring2014,CS 334,Computer Architecture Fundamentals,0830-0945,F,VBHEC 0157,"BOYLE, C"
0,0,27448,Spring2014,CS 334,Computer Architecture Fundamentals,0830-0945,F,PEN CTR ,"BOYLE, C"
7,0,27449,Spring2014,CS 334,Computer Architecture Fundamentals,0830-0945,F,VS HR ,"BOYLE, C"
19,0,27450,Spring2014,CS 334,Computer Architecture Fundamentals,0830-0945,F,VS VA ,"BOYLE, C"
1,0,27968,Spring2014,CS 334,Computer Architecture Fundamentals,0830-0945,F,TRICITIES 2208,"BOYLE, C"
0,0,29786,Spring2014,CS 334,Computer Architecture Fundamentals,0830-0945,F,OLYMPIC COLL ,"BOYLE, C"
2,0,30178,Spring2014,CS 334,Computer Architecture Fundamentals,0830-0945,F,VS NON-VA ,"BOYLE, C"
42,8,22237,Spring2014,CS 350,Introduction to Software Engineering,1100-1215,TR,DRAGAS 1117,"ZEIL, S"
1,0,30185,Spring2014,CS 355,Principles of Programming Languages,0800-1040,W,STHN VA H/E CTR ,"PRICE, G"
17,0,27441,Spring2014,CS 355,Principles of Programming Languages,0800-1040,W,GORNTO 0218,"PRICE, G"
4,0,27442,Spring2014,CS 355,Principles of Programming Languages,0800-1040,W,VBHEC 0165,"PRICE, G"
1,0,27443,Spring2014,CS 355,Principles of Programming Languages,0800-1040,W,PEN CTR ,"PRICE, G"
10,0,27444,Spring2014,CS 355,Principles of Programming Languages,0800-1040,W,VS HR ,"PRICE, G"
15,0,27445,Spring2014,CS 355,Principles of Programming Languages,0800-1040,W,VS VA ,"PRICE, G"
0,0,27969,Spring2014,CS 355,Principles of Programming Languages,0800-1040,W,PVCC,"PRICE, G"
2,0,29905,Spring2014,CS 355,Principles of Programming Languages,0800-1040,W,VS NON-VA ,"PRICE, G"
60,0,22510,Spring2014,CS 361,Advanced Data Structures and Algorithms,1620-1735,TR,DRAGAS 1117,"JI, S"
0,20,20797,Spring2014,CS 367,Cooperative Education,TBA,TBA,TBA,"BRUNELLE, J"
0,20,20798,Spring2014,CS 367,Cooperative Education,TBA,TBA,TBA,"BRUNELLE, J"
3,17,20799,Spring2014,CS 367,Cooperative Education,TBA,TBA,TBA,"BRUNELLE, J"
0,5,30790,Spring2014,CS 367,Cooperative Education,TBA,TBA,WEB VA ,"BRUNELLE, J"
0,20,20800,Spring2014,CS 368,Computer Science Internship,TBA,TBA,TBA,"BRUNELLE, J"
0,20,20801,Spring2014,CS 368,Computer Science Internship,TBA,TBA,TBA,"BRUNELLE, J"
4,16,20802,Spring2014,CS 368,Computer Science Internship,TBA,TBA,TBA,"BRUNELLE, J"
1,4,31118,Spring2014,CS 368,Computer Science Internship,TBA,TBA,WEB VA ,"BRUNELLE, J"
56,0,20928,Spring2014,CS 381,Introduction to Discrete Structures,0930-1045,TR,DRAGAS 1117,"HE, J"
1,0,30965,Spring2014,CS 381,Introduction to Discrete Structures,TBA,TBA,WEB VA ,"HE, J"
1,0,31130,Spring2014,CS 381,Introduction to Discrete Structures,TBA,TBA,WEB NON-VA ,"HE, J"
13,17,27601,Spring2014,CS 382,Introduction to JAVA,TBA,TBA,WEB HR ,"ZEIL, S"
3,27,27602,Spring2014,CS 382,Introduction to JAVA,TBA,TBA,WEB VA ,"ZEIL, S"
1,9,27603,Spring2014,CS 382,Introduction to JAVA,TBA,TBA,WEB NON-VA ,"ZEIL, S"
20,0,27431,Spring2014,CS 390,Introduction to Theoretical Computer Science,0930-1045,TR,GORNTO 0218,"MORRIS, J"
1,2,27432,Spring2014,CS 390,Introduction to Theoretical Computer Science,0930-1045,TR,VBHEC 0165,"MORRIS, J"
3,2,27433,Spring2014,CS 390,Introduction to Theoretical Computer Science,0930-1045,TR,PEN CTR ,"MORRIS, J"
9,2,27434,Spring2014,CS 390,Introduction to Theoretical Computer Science,0930-1045,TR,VS HR ,"MORRIS, J"
12,1,27435,Spring2014,CS 390,Introduction to Theoretical Computer Science,0930-1045,TR,VS VA ,"MORRIS, J"
0,2,27970,Spring2014,CS 390,Introduction to Theoretical Computer Science,0930-1045,TR,PVCC,"MORRIS, J"
3,0,29906,Spring2014,CS 390,Introduction to Theoretical Computer Science,0930-1045,TR,VS NON-VA ,"MORRIS, J"
19,0,27436,Spring2014,CS 410,Professional Workforce Development I,1100-1240,TR,GORNTO 0218,"BRUNELLE, J"
1,0,27437,Spring2014,CS 410,Professional Workforce Development I,1100-1240,TR,VBHEC 0165,"BRUNELLE, J"
0,0,27438,Spring2014,CS 410,Professional Workforce Development I,1100-1240,TR,PEN CTR ,"BRUNELLE, J"
1,0,27439,Spring2014,CS 410,Professional Workforce Development I,1100-1240,TR,VS HR ,"BRUNELLE, J"
7,0,27440,Spring2014,CS 410,Professional Workforce Development I,1100-1240,TR,VS VA ,"BRUNELLE, J"
0,0,27971,Spring2014,CS 410,Professional Workforce Development I,1100-1240,TR,TRICITIES 2204,"BRUNELLE, J"
25,0,21058,Spring2014,CS 411W,Professional Workforce Development II,1300-1450,M,DRAGAS 1105,"BRUNELLE, J"
25,0,21058,Spring2014,CS 411W,Professional Workforce Development II,1300-1350,W,DRAGAS 1105,"BRUNELLE, J"
6,9,25044,Spring2014,CS 411W,Professional Workforce Development II,1300-1450,M,DRAGAS 1102,"PRICE, G"
6,9,25044,Spring2014,CS 411W,Professional Workforce Development II,1300-1350,W,DRAGAS 1102,"PRICE, G"
31,0,27610,Spring2014,CS 417,Computational Methods and Software,0830-0915,T,GORNTO 0218,"MORRIS, J"
3,0,27611,Spring2014,CS 417,Computational Methods and Software,0830-0915,T,VBHEC 0165,"MORRIS, J"
0,0,27612,Spring2014,CS 417,Computational Methods and Software,0830-0915,T,PEN CTR ,"MORRIS, J"
15,0,27613,Spring2014,CS 417,Computational Methods and Software,0830-0915,T,VS HR ,"MORRIS, J"
8,0,27614,Spring2014,CS 417,Computational Methods and Software,0830-0915,T,VS VA ,"MORRIS, J"
3,0,27972,Spring2014,CS 417,Computational Methods and Software,0830-0915,T,TRICITIES 2204,"MORRIS, J"
2,0,29907,Spring2014,CS 417,Computational Methods and Software,0830-0915,T,VS NON-VA ,"MORRIS, J"
8,0,25740,Spring2014,CS 418,Web Programming,0930-1045,TR,ECSB 2120,"WEIGLE, M"
6,22,22622,Spring2014,CS 450,Database Concepts,1100-1215,TR,CONST  1009,"LEVINSTEIN, I"
8,9,23553,Spring2014,CS 455,Introduction to Networks and Communications,1620-1900,M,DRAGAS 1105,"NADEEM, T"
6,9,28425,Spring2014,CS 464,Networked Systems Security,TBA,TBA,WEB HR ,"NADEEM, T"
4,11,28428,Spring2014,CS 464,Networked Systems Security,TBA,TBA,WEB VA ,"NADEEM, T"
3,7,28429,Spring2014,CS 464,Networked Systems Security,TBA,TBA,WEB NON-VA ,"NADEEM, T"
7,8,28057,Spring2014,CS 465,Information Assurance,TBA,TBA,WEB HR ,"MUKKAMALA, R"
5,10,28059,Spring2014,CS 465,Information Assurance,TBA,TBA,WEB VA ,"MUKKAMALA, R"
2,8,28060,Spring2014,CS 465,Information Assurance,TBA,TBA,WEB NON-VA ,"MUKKAMALA, R"
31,16,20922,Spring2014,CS 471,Operating Systems,1910-2150,W,DRAGAS 2118,"ABDEL-WAHAB, H"
21,0,28738,Spring2014,CS 495,TPCS; PROGRAMMING IN PARALLEL,0930-1200,S,DRAGAS 1117,"MORRIS, J"
3,7,24563,Spring2014,CS 495,TPCS; COMPUTA GEOM METH & APPL,1500-1615,MW,OCNPS  0205,"CHERNIKOV, A"
12,13,28551,Spring2014,CS 495,TPCS; BIG DATA AND THE CLOUD,1745-2025,T,HEALTH  2008,"MOHREHKESH, S"
0,20,20803,Spring2014,CS 497,Independent Study in Computer Science,TBA,TBA,TBA,"BRUNELLE, J"
0,20,20804,Spring2014,CS 497,Independent Study in Computer Science,TBA,TBA,TBA,"BRUNELLE, J"
1,19,20805,Spring2014,CS 497,Independent Study in Computer Science,TBA,TBA,TBA,"BRUNELLE, J"
21,0,26465,Spring2014,CS 518,Web Programming,0930-1045,TR,ECSB 2120,"WEIGLE, M"
12,22,22623,Spring2014,CS 550,Database Concepts,1100-1215,TR,CONST  1009,"LEVINSTEIN, I"
18,9,23554,Spring2014,CS 555,Introduction to Networks and Communications,1620-1900,M,DRAGAS 1105,"NADEEM, T"
16,4,28431,Spring2014,CS 564,Networked Systems Security,TBA,TBA,WEB HR ,"NADEEM, T"
0,5,30080,Spring2014,CS 564,Networked Systems Security,TBA,TBA,WEB VA ,"NADEEM, T"
0,5,30081,Spring2014,CS 564,Networked Systems Security,TBA,TBA,WEB NON-VA ,"NADEEM, T"
16,4,28058,Spring2014,CS 565,Information Assurance,TBA,TBA,WEB HR ,"MUKKAMALA, R"
0,5,30082,Spring2014,CS 565,Information Assurance,TBA,TBA,WEB VA ,"MUKKAMALA, R"
1,4,30083,Spring2014,CS 565,Information Assurance,TBA,TBA,WEB NON-VA ,"MUKKAMALA, R"
